PERMIT NUMBER,PERMIT TYPE,PERMIT STATUS,PERMIT SUB-TYPE,WORK DESCRIPTION,PERMIT ISSUE DATE,ESTIMATED VALUE OF WORK,STATE VALUATION,CONTRACTOR,LOCATION,COUNT
B 15-136426-NEW,Building Permit,Active/Issued,Accessory Structure,New,"MONDAY, JULY 06, 2015",$1.00,$11200.00,SUSSEL CORP,"188 WINIFRED ST W
Saint Paul, MN
(44.931389, -93.093705)",1
B 15-136427-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 06, 2015",,$3000.00,VERDE RESTORATIONS,"1645 MINNEHAHA AVE E
Saint Paul, MN
(44.963094, -93.031036)",1
B 15-136457-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"MONDAY, JULY 06, 2015",$4185.00,$4185.00,Dennis Dantis SUSTAINMAX LLC,"605 FAIRVIEW AVE S
Saint Paul, MN
(44.923377, -93.177189)",1
B 15-136488-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"MONDAY, JULY 06, 2015",$2300.00,$2300.00,Dung C Hinh,"603 SHERBURNE AVE
Saint Paul, MN
(44.956635, -93.125542)",1
B 15-136493-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"MONDAY, JULY 06, 2015",$45000.00,$45000.00,Craig Peterson Custom Renovations LLC,"1336 ELEANOR AVE
Saint Paul, MN
(44.920632, -93.156634)",1
B 15-136561-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 06, 2015",,$3200.00,Mr Robert Ross R R I MASONRY AND CONSTRUCTION LLC,"147 MILTON ST N
Saint Paul, MN
(44.946022, -93.139015)",1
B 15-136579-NEW,Building Permit,Active/Issued,Accessory Structure,New,"MONDAY, JULY 06, 2015",$1000.00,$1000.00,AUDIO VISIONS OF MINNESOTA INC,"360 BROADWAY ST - Saints Ball Park
Saint Paul, MN
",1
B 15-136589-EXP,Building Permit,Active/Issued,2-Family/Duplex,Express Repair,"MONDAY, JULY 06, 2015",,$1500.00,HIS LEGACY BUILDERS LLC,"54 GEORGE ST E
Saint Paul, MN
(44.929698, -93.082727)",1
B 15-136591-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"MONDAY, JULY 06, 2015",$9000.00,$9000.00,HIS LEGACY BUILDERS LLC,"1334 OSCEOLA AVE
Saint Paul, MN
(44.935766, -93.156481)",1
B 15-136641-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"MONDAY, JULY 06, 2015",$17000.00,$17000.00,PALO BUILDING & REMODELING INC,"2103 LINCOLN AVE
Saint Paul, MN
(44.939042, -93.18912)",1
B 15-136668-EXP,Building Permit,Active/Issued,Commercial,Express Repair,"MONDAY, JULY 06, 2015",,$4600.00,BRIAN McCONNELL WALKER ROOFING COMPANY,"336 7TH ST W
Saint Paul, MN
(44.940598, -93.107806)",1
B 15-136702-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 06, 2015",,$5495.00,PATES INC,"1961 JEFFERSON AVE
Saint Paul, MN
(44.930691, -93.183263)",1
B 15-136716-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 06, 2015",,$2824.00,Ms KARI VOHS MINNESOTA RUSCO INC,"1974 ST CLAIR AVE
Saint Paul, MN
(44.934313, -93.183733)",1
B 15-136722-ADD,Building Permit,Active/Issued,Single Family Dwelling,Addition,"MONDAY, JULY 06, 2015",$3000.00,$3000.00,MORRISSEY BUILDERS,"1110 BOWDOIN ST
Saint Paul, MN
(44.907877, -93.188754)",1
B 15-039358-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"MONDAY, JULY 06, 2015",$17500.00,$17500.00,STIELE PROPERTIES LLC,"288 MAPLE ST
Saint Paul, MN
(44.956218, -93.066481)",1
B 15-123455-REM,Building Permit,Inspected,Commercial,Remodel,"MONDAY, JULY 06, 2015",$25000.00,$25000.00,K & G CONTRACTING INC,"890 VANDALIA ST
Saint Paul, MN
(44.968002, -93.188954)",1
B 15-126777-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"MONDAY, JULY 06, 2015",$40000.00,$40000.00,LULICON INC,"1319 RANDOLPH AVE
Saint Paul, MN
(44.926963, -93.155862)",1
B 15-136422-NEW,Building Permit,Inspected,Accessory Structure,New,"MONDAY, JULY 06, 2015",$1.00,$21504.00,SUSSEL CORP,"1136 RALEIGH ST
Saint Paul, MN
(44.975825, -93.185923)",1
B 15-136614-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"MONDAY, JULY 06, 2015",$3000.00,$3000.00,TERRA FIRMA BUILDING AND REMODELING COPERATIVE,"1460 HYTHE ST
Saint Paul, MN
(44.985211, -93.190151)",1
B 15-136653-EXP,Building Permit,Inspected,Single Family Dwelling,Express Repair,"MONDAY, JULY 06, 2015",,$8100.00,EZ HOME SOLUTIONS LLC,"687 HAZEL ST N
Saint Paul, MN
(44.962046, -93.020253)",1
B 15-136691-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"MONDAY, JULY 06, 2015",$3500.00,$4000.00,Ge Xiong,"1017 CASE AVE
Saint Paul, MN
(44.970342, -93.057533)",1
B 15-136718-EXP,Building Permit,Inspected,Commercial,Express Repair,"MONDAY, JULY 06, 2015",,$25000.00,Mr Richard Wiplinger ASSA SIDING AND ROOFING INC,"170 MARIA AVE
Saint Paul, MN
(44.950683, -93.065609)",1
B 15-136726-EXP,Building Permit,Inspected,Single Family Dwelling,Express Repair,"MONDAY, JULY 06, 2015",,$5600.00,ACTION ROOFING SIDING LLC,"965 MCLEAN AVE
Saint Paul, MN
(44.950399, -93.059602)",1
E 14-089902-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"MONDAY, JULY 06, 2015",$200.00,,FABER ELECTRIC LLC,"1875 CARROLL AVE
Saint Paul, MN
(44.950496, -93.179538)",1
E 14-099171-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"MONDAY, JULY 06, 2015",$200.00,,FABER ELECTRIC LLC,"547 IOWA AVE E
Saint Paul, MN
(44.989175, -93.07764)",1
E 15-136418-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"MONDAY, JULY 06, 2015",$5000.00,,RIDLER HEATING & COOLING INC,"1925 BERKELEY AVE
Saint Paul, MN
(44.933369, -93.18161)",1
E 15-136645-SPV,Electrical Permit,Active/Issued,Solar PV Systems,Residential Repair/Alter,"MONDAY, JULY 06, 2015",$6566.00,,Mr Michael Harvey ABLE ENERGY CORP,"974 LAUREL AVE
Saint Paul, MN
(44.944962, -93.14131)",1
E 15-136662-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"MONDAY, JULY 06, 2015",$200.00,,ELECTRIC FIRE & SECURITY INC,"170 RUTH ST N - PATHWAYS ON THE PARK
Saint Paul, MN
",1
E 15-136543-S&C,Electrical Permit,Inspected,Service & Circuits ,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$10000.00,,TAYLOR ELECTRIC COMPANY LLC,"890 VANDALIA ST
Saint Paul, MN
(44.968002, -93.188954)",1
E 15-136577-ELC,Electrical Permit,Inspected,Electrical,Residential Repair/Alter,"MONDAY, JULY 06, 2015",$3700.00,,MISTER SPARKY MINNEAPOLIS MN,"1170 MARYLAND AVE E
Saint Paul, MN
(44.977552, -93.051195)",1
E 15-136622-ELC,Electrical Permit,Inspected,Electrical,Residential Repair/Alter,"MONDAY, JULY 06, 2015",$4200.00,,MISTER SPARKY MINNEAPOLIS MN,"1371 MCAFEE ST
Saint Paul, MN
(44.982677, -93.044392)",1
E 15-136657-S&C,Electrical Permit,Inspected,Service & Circuits ,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$9249.00,,PARSONS ELECTRIC LLC,"700 7TH ST E - Metro State University
Saint Paul, MN
(44.958662, -93.07259)",1
E 15-136743-ELC,Electrical Permit,Inspected,Electrical,Residential Repair/Alter,"MONDAY, JULY 06, 2015",$1750.00,,Scott Pence PENCE ELECTRICAL CONTRACTING INC,"1136 COLETTE PLACE
Saint Paul, MN
(44.907258, -93.183312)",1
EV 15-133627-PAS,Elevating Device,Active/Issued,Passenger,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$1500.00,,Schindler Elevator Corporation,"101 5TH ST E - US BANK CENTER
Saint Paul, MN
",1
EV 15-133675-PAS,Elevating Device,Active/Issued,Passenger,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$1500.00,,Schindler Elevator Corporation,"101 5TH ST E - US BANK CENTER
Saint Paul, MN
",1
EV 15-135411-FRT,Elevating Device,Active/Issued,Freight,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$53900.00,,All City Elevator Inc,"474 MINNEHAHA AVE W
Saint Paul, MN
(44.962971, -93.120529)",1
EV 15-135415-PAS,Elevating Device,Active/Issued,Passenger,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$6000.00,,ThyssenKrupp Elevator Corporation,"370 WABASHA ST N - ECOLAB CENTER
Saint Paul, MN
",1
EV 15-135420-PAS,Elevating Device,Active/Issued,Passenger,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$4400.00,,All City Elevator Inc,"1895 LAUREL AVE
Saint Paul, MN
(44.945134, -93.180329)",1
EV 15-135559-PAS,Elevating Device,Active/Issued,Passenger,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$18473.00,,Schindler Elevator Corporation,"11 KELLOGG BLVD E - Crowne Plaza Hotel
Saint Paul, MN
",1
EV 15-135614-PAS,Elevating Device,Active/Issued,Passenger,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$1200.00,,DOUG HUFFORD KONE Inc,"664 6TH ST E - Metro State U Science Ed Center
Saint Paul, MN
",1
EV 15-135763-PAS,Elevating Device,Active/Issued,Passenger,Commercial Repair/Alter,"MONDAY, JULY 06, 2015",$8846.00,,Schindler Elevator Corporation,"11 KELLOGG BLVD E - Crowne Plaza Hotel
Saint Paul, MN
",1
FN 15-136447-FEN,Fence Permit,Active/Issued,Fence Permit,Residential,"MONDAY, JULY 06, 2015",$3000.00,,THOMAS REIS CUSTOM FENCE LLC,"1201 WATSON AVE
Saint Paul, MN
(44.92421, -93.150894)",1
FN 15-136478-FEN,Fence Permit,Active/Issued,Fence Permit,Residential,"MONDAY, JULY 06, 2015",$500.00,,Kyaw Nee,"564 CHARLES AVE
Saint Paul, MN
(44.95754, -93.124162)",1
M 15-134587-REF,Mechanical Permit,Active/Issued,Refrigeration,Residential Replace,"MONDAY, JULY 06, 2015",$3560.00,,JOSHUA SAVAGE UPTOWN HEATING & COOLING,"1503 HAGUE AVE
Saint Paul, MN
(44.945772, -93.163621)",1
M 15-134603-REF,Mechanical Permit,Active/Issued,Refrigeration,Residential Replace,"MONDAY, JULY 06, 2015",$440.00,,JOSHUA SAVAGE UPTOWN HEATING & COOLING,"1652 HARTFORD AVE
Saint Paul, MN
(44.923371, -93.170298)",1
M 15-134868-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"MONDAY, JULY 06, 2015",$3000.00,,AIRIC'S HEATING LLC,"925 MAGNOLIA AVE E
Saint Paul, MN
(44.973918, -93.061528)",1
M 15-134875-REF,Mechanical Permit,Active/Issued,Refrigeration,Residential Replace,"MONDAY, JULY 06, 2015",$1200.00,,AIRIC'S HEATING LLC,"925 MAGNOLIA AVE E
Saint Paul, MN
(44.973918, -93.061528)",1
M 15-135327-REF,Mechanical Permit,Active/Issued,Refrigeration,Commercial Replace,"MONDAY, JULY 06, 2015",$1500.00,,ROBERT SKEIE COMMERCIAL PLBG & HTG INC,"1254 VIRGINIA ST - St. Paul Haven Condos Unit C
Saint Paul, MN
",1
M 15-135330-GAS,Mechanical Permit,Active/Issued,Gas,Commercial Replace,"MONDAY, JULY 06, 2015",$1500.00,,ROBERT SKEIE COMMERCIAL PLBG & HTG INC,"1254 VIRGINIA ST - St. Paul Haven Condos Unit C
Saint Paul, MN
",1
M 15-135387-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"MONDAY, JULY 06, 2015",$5500.00,,STEVEN SINKIE HEATING & COOLING TWO INC,"1559 CHELSEA ST
Saint Paul, MN
(44.988124, -93.153995)",1
M 15-135792-GAS,Mechanical Permit,Active/Issued,Gas,Commercial Replace,"MONDAY, JULY 06, 2015",$11216.00,,JOHN MATTHEWS AIR CONDITIONING ASSOC INC,"550 VANDALIA ST
Saint Paul, MN
(44.957619, -93.192101)",1
M 15-136158-REF,Mechanical Permit,Active/Issued,Refrigeration,Commercial Replace,"MONDAY, JULY 06, 2015",$12000.00,,JOHN MATTHEWS AIR CONDITIONING ASSOC INC,"892 HAMLINE AVE N
Saint Paul, MN
(44.968328, -93.156853)",1
M 15-136203-REF,Mechanical Permit,Active/Issued,Refrigeration,Residential Replace,"MONDAY, JULY 06, 2015",$2200.00,,STEVE KUZJ PERFECTION HTG & A/C,"2021 FREMONT AVE
Saint Paul, MN
(44.957651, -93.015091)",1
M 15-136226-REF,Mechanical Permit,Active/Issued,Refrigeration,Residential Replace,"MONDAY, JULY 06, 2015",$3000.00,,BRIAN NERISON KB SERVICE CO INC,"2149 KNAPP ST
Saint Paul, MN
(44.979422, -93.19132)",1
M 15-136231-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"MONDAY, JULY 06, 2015",$300.00,,BRIAN NERISON KB SERVICE CO INC,"2149 KNAPP ST
Saint Paul, MN
(44.979422, -93.19132)",1
M 15-136271-GAS,Mechanical Permit,Active/Issued,Gas,Commercial Replace,"MONDAY, JULY 06, 2015",$10000.00,,PATTY BOURGEOIS AIR MECHANICAL INC,"2200 UNIVERSITY AVE W - MINNESOTA GASTROENTEROLOGY PA
Saint Paul, MN
(44.961331, -93.191241)",1
M 15-136275-REF,Mechanical Permit,Active/Issued,Refrigeration,Commercial Replace,"MONDAY, JULY 06, 2015",$10000.00,,PATTY BOURGEOIS AIR MECHANICAL INC,"2200 UNIVERSITY AVE W - MINNESOTA GASTROENTEROLOGY PA
Saint Paul, MN
(44.961331, -93.191241)",1
M 15-135146-GAS,Mechanical Permit,Inspected,Gas,Commercial Replace,"MONDAY, JULY 06, 2015",$135000.00,,THOMAS KURTZ STATEWIDE GAS SERVICES INC,"2121 UNIVERSITY AVE W - SUBWAY
Saint Paul, MN
(44.960389, -93.188522)",1
M 15-135260-GAS,Mechanical Permit,Inspected,Gas,Residential Replace,"MONDAY, JULY 06, 2015",$2370.00,,BRUCE STRANDBERG BWS COMMERCIAL CONSTRUCTION,"1288 MARION ST
Saint Paul, MN
(44.979968, -93.10973)",1
M 15-135263-REF,Mechanical Permit,Inspected,Refrigeration,Residential Replace,"MONDAY, JULY 06, 2015",$2370.00,,BRUCE STRANDBERG BWS COMMERCIAL CONSTRUCTION,"1288 MARION ST
Saint Paul, MN
(44.979968, -93.10973)",1
M 15-136000-GAS,Mechanical Permit,Inspected,Gas,Residential Repair/Alter,"MONDAY, JULY 06, 2015",$425.00,,MAYNARD JOHNSON SUNBURST HTG & A/C INC,"42 FRONT AVE
Saint Paul, MN
(44.97028, -93.101932)",1
PG 15-135247-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"MONDAY, JULY 06, 2015",$850.00,,GLENN ROESKE SUN RAY PLUMBING & HEATING INC.,"284 SIDNEY ST E
Saint Paul, MN
(44.923966, -93.073636)",1
PG 15-136165-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Repair,"MONDAY, JULY 06, 2015",$5000.00,,TODD JADWIN ST CROIX PLUMBING & DRAIN CLEANING LLC,"349 CURTICE ST E
Saint Paul, MN
(44.923078, -93.070675)",1
PG 15-136171-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"MONDAY, JULY 06, 2015",$700.00,,DAVID REILAND METRO HEATING AND COOLING LLC,"686 HOYT AVE E
Saint Paul, MN
(44.988305, -93.071801)",1
PG 15-136222-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"MONDAY, JULY 06, 2015",$450.00,,SEASONAL CONTROL MECHANICAL DIV INC,"608 HUMBOLDT AVE
Saint Paul, MN
(44.927591, -93.085108)",1
PG 15-136484-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"MONDAY, JULY 06, 2015",$12000.00,,ANDREW POPE POPE PLUMBING,"323 CHARLES AVE
Saint Paul, MN
(44.957569, -93.113741)",1
PG 15-136566-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"MONDAY, JULY 06, 2015",$1467.00,,WALTER BONFE BONFES PLBG & HTG INC,"1153 PORTLAND AVE
Saint Paul, MN
(44.942906, -93.148741)",1
PG 15-136593-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Repair,"MONDAY, JULY 06, 2015",$11600.00,,GERALD A. OLSON PALADIN PLUMBING LLC,"1812 SUMMIT AVE
Saint Paul, MN
(44.941346, -93.176756)",1
PG 15-122985-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Replace,"MONDAY, JULY 06, 2015",$4000.00,,AARON JOHNSON A JOHNSON PLUMBING INC,"397 MAPLE ST
Saint Paul, MN
(44.959012, -93.069536)",1
PG 15-134899-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Commercial Alter,"MONDAY, JULY 06, 2015",$6500.00,,FREDERICK MURALT BUDGET PLUMBING CORP,"791 GRAND AVE
Saint Paul, MN
(44.939953, -93.133367)",1
PG 15-135658-GSF,Plumbing/Gasfitting/Inside Water Piping,Inspected,Gasfitting Only,Residential Replace,"MONDAY, JULY 06, 2015",$150.00,,Mr Eric Mattren APOLLO HEATING AND VENTILATING,"561 LAUREL AVE
Saint Paul, MN
(44.945408, -93.124037)",1
PG 15-135879-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Replace,"MONDAY, JULY 06, 2015",$10000.00,,DUANE FARR FARR PLUMBING & HEATING LLC,"599 JESSAMINE AVE E
Saint Paul, MN
(44.974736, -93.075069)",1
PG 15-136408-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Repair,"MONDAY, JULY 06, 2015",$4000.00,,JOSEPH GADTKE J GADTKE PLUMBING LLC,"1395 ASBURY ST
Saint Paul, MN
(44.983306, -93.16566)",1
PG 15-136487-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Repair,"MONDAY, JULY 06, 2015",$2500.00,,ANDREW POPE POPE PLUMBING,"1334 OSCEOLA AVE
Saint Paul, MN
(44.935766, -93.156481)",1
W 15-134598-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"MONDAY, JULY 06, 2015",$10000.00,,JOSHUA SAVAGE UPTOWN HEATING & COOLING,"1503 HAGUE AVE
Saint Paul, MN
(44.945772, -93.163621)",1
W 15-135807-WAV,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air & Ventilation,Commercial Replace,"MONDAY, JULY 06, 2015",$40000.00,,JOHN MATTHEWS AIR CONDITIONING ASSOC INC,"2184 MARSHALL AVE
Saint Paul, MN
(44.948384, -93.192919)",1
W 15-135910-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Commercial Replace,"MONDAY, JULY 06, 2015",$5000.00,,RON ERICKSON ERICKSON PLUMBING HEATING COOLING INC,"481 WABASHA ST S
Saint Paul, MN
(44.933882, -93.084193)",1
W 15-136169-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"MONDAY, JULY 06, 2015",$2100.00,,DAVID REILAND METRO HEATING AND COOLING LLC,"686 HOYT AVE E
Saint Paul, MN
(44.988305, -93.071801)",1
W 15-136281-GSM,"Warm Air, Ventilation & General Sheet ",Active/Issued,General Sheet Metal,Residential Replace,"MONDAY, JULY 06, 2015",$800.00,,LES JONES ROOFING INC,"490 HALL AVE - Church of St Matthew - Parish Center / Convent
Saint Paul, MN
",1
W 15-136432-GSM,"Warm Air, Ventilation & General Sheet ",Active/Issued,General Sheet Metal,Commercial Replace,"MONDAY, JULY 06, 2015",$70873.00,,Mr David Austad / Natalie Fyksen AUSTAD CONSTRUCTION INC,"1160 WOODBRIDGE ST - St Bernards Church Business Office
Saint Paul, MN
",1
W 15-129973-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Residential New,"MONDAY, JULY 06, 2015",$8000.00,,WADE SEDGWICK PRONTO HEATING & AIR CONDITIONING INC,"356 MISSISSIPPI RIVER BLVD S
Saint Paul, MN
(44.930797, -93.197743)",1
B 15-027266-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"MONDAY, JULY 13, 2015",$4460.00,$4460.00,STANDARD WATER CONTROL SYSTEMS INC,"1959 SUMMIT AVE
Saint Paul, MN
(44.941655, -93.183279)",1
B 15-126695-RPR,Building Permit,Active/Issued,Institutional,Repair,"MONDAY, JULY 13, 2015",$5985.00,$5985.00,JOHN WYNKOOP / HENRI GERMAIN CENTRAL ROOFING COMPANY,"80 4TH ST W - James J Hill Reference Library
Saint Paul, MN
",1
B 15-135612-RPR,Building Permit,Active/Issued,2-Family/Duplex,Repair,"MONDAY, JULY 13, 2015",$2295.00,$2295.00,Jen Engel AMERICAN WATERWORKS,"781 MAGNOLIA AVE E
Saint Paul, MN
(44.973888, -93.067401)",1
B 15-135877-REM,Building Permit,Active/Issued,Residential (Multi-Fam),Remodel,"MONDAY, JULY 13, 2015",$4000.00,$4000.00,TREVOR GUTTING RAYCO CONSTRUCTION INC,"682 GRAND AVE
Saint Paul, MN
(44.93994, -93.129101)",1
B 15-135882-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"MONDAY, JULY 13, 2015",$6150.00,$6150.00,STANDARD WATER CONTROL SYSTEMS INC,"1385 PORTLAND AVE
Saint Paul, MN
(44.942892, -93.158728)",1
B 15-136175-REM,Building Permit,Active/Issued,Commercial,Remodel,"MONDAY, JULY 13, 2015",$5700.00,$5700.00,LES JONES ROOFING INC,"800 GRAND AVE - Bruegger's Bagels
Saint Paul, MN
(44.939955, -93.133863)",1
B 15-137309-REM,Building Permit,Active/Issued,Commercial,Remodel,"MONDAY, JULY 13, 2015",$91879.00,$91879.00,PAULA KLIMEK DIVERSIFIED CONSTRUCTION,"1075 HUDSON ROAD - MERRICK COMMUNITY SERVICES
Saint Paul, MN
(44.952242, -93.054843)",1
B 15-137797-REM,Building Permit,Active/Issued,Commercial,Remodel,"MONDAY, JULY 13, 2015",$133000.00,$133000.00,Stefanie Weltsch MCGOUGH CONSTRUCTION CO INC,"385 WASHINGTON ST - THE ST PAUL COMPANIES
Saint Paul, MN
",1
B 15-138605-EXP,Building Permit,Active/Issued,Residential (Multi-Fam),Express Repair,"MONDAY, JULY 13, 2015",,$11775.00,CUSTOM REMODELERS INC,"1554 WILSON AVE
Saint Paul, MN
(44.954111, -93.034919)",1
B 15-138632-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 13, 2015",,$7265.00,Chad Winter Renewal By Andersen,"657 LINCOLN AVE
Saint Paul, MN
(44.938848, -93.127725)",1
B 15-138636-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"MONDAY, JULY 13, 2015",$3500.00,$3500.00,TIMOTHY ADAMSON TIM ADAMSON BRICK & STONE,"1516 SIMPSON ST
Saint Paul, MN
(44.986821, -93.163051)",1
B 15-138684-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 13, 2015",,$6124.00,WINDOW CONCEPTS OF MINNESOTA INC,"1894 ROME AVE
Saint Paul, MN
(44.91344, -93.180386)",1
B 15-138730-NEW,Building Permit,Active/Issued,Accessory Structure,New,"MONDAY, JULY 13, 2015",$6000.00,$6000.00,Shannon Kuiper US CATASTROPHE INC,"385 LAUREL AVE
Saint Paul, MN
(44.945419, -93.116547)",1
B 15-138750-RPR,Building Permit,Active/Issued,Residential (Multi-Fam),Repair,"MONDAY, JULY 13, 2015",$11187.00,$22800.00,DEVIN CREURER Johnson Realty Company Llc,"1921 FORD PKWY
Saint Paul, MN
(44.917976, -93.181486)",1
B 15-138791-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 13, 2015",,$3950.00,"Eric Siedow The Chimney Guys, Inc.","1419 FOREST ST
Saint Paul, MN
(44.984234, -93.060911)",1
B 15-138845-NEW,Building Permit,Active/Issued,Accessory Structure,New,"MONDAY, JULY 13, 2015",$16128.00,$16128.00,Andrew I Bentley,"1525 SHERBURNE AVE
Saint Paul, MN
(44.956588, -93.164807)",1
B 15-138846-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 13, 2015",,$7500.00,BECKER ROOFING AND CONSTRUCTION LLC,"1419 COMO AVE
Saint Paul, MN
(44.977365, -93.160109)",1
B 15-138913-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 13, 2015",,$8198.00,WINDOW CONCEPTS OF MINNESOTA INC,"1874 HAWTHORNE AVE E
Saint Paul, MN
(44.978403, -93.021308)",1
B 15-138931-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 13, 2015",,$8025.00,WINDOW CONCEPTS OF MINNESOTA INC,"1644 MCLEAN AVE
Saint Paul, MN
(44.950471, -93.031015)",1
B 15-138978-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 13, 2015",,$4300.00,KRECH EXTERIORS INC,"956 RANDOLPH AVE
Saint Paul, MN
(44.926901, -93.140474)",1
B 15-139027-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 13, 2015",,$671.00,Mary Derosier WINDOW WORLD,"157 LEXINGTON PKWY N
Saint Paul, MN
(44.94618, -93.146711)",1
B 15-139034-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"MONDAY, JULY 13, 2015",,$9000.00,ACTION ROOFING SIDING LLC,"965 MCLEAN AVE
Saint Paul, MN
(44.950399, -93.059602)",1
